id,tick,wealth,profit,risk,utility,wealth-increase-rate
1,0,0,8367.072137339856,0.03312163932780858,0,7070.185556652075
91,0,0,9455.554605249332,0.019302348979346032,0,8577.520053328637
9,0,0,4799.809843490128,0.05925852039425633,0,3536.4623230016055
51,0,0,2439.4548821137732,0.0306144580098677,0,2088.1875001884455
56,0,0,9875.3980068026,0.08992448869041199,0,6165.047916430776
7,0,0,4272.021374906672,0.05915135153972547,0,3149.3795028726386
43,0,0,9958.488549624473,0.0556243366703176,0,7480.2217450820945
69,0,0,2528.4437876391544,0.07764740289154198,0,1687.8003370716674
89,0,0,8000.3921923568405,0.06480909221533794,0,5722.796933192944
17,0,0,5317.642170680084,0.07126716993031292,0,3674.2253855185963
2,0,0,6249.327577962612,0.09142673624231817,0,3869.2296314833884
81,0,0,7224.8842284086995,0.0991090638945778,0,4287.298704350884
4,0,0,5723.151905848268,0.07997853862678884,0,3772.395488730822
13,0,0,3602.698642298006,0.08523004868840371,0,2307.6708202470236
97,0,0,9509.342853141123,0.031073313230157495,0,8120.888218661293
25,0,0,9733.587103515963,0.05285872360563891,0,7418.975783531811
21,0,0,7286.440973864151,0.08400980294584137,0,4698.540935272226
48,0,0,5965.179240629064,0.07691306248937314,0,3997.8763676431217
78,0,0,9284.032216898779,0.05933420785161431,0,6837.700062593404
62,0,0,9522.899248781767,0.04146659042221081,0,7705.5441340164925
5,0,0,8173.836435076792,0.01193990481920888,0,7697.365057541085
70,0,0,2043.7439977646766,0.09934442431414299,0,1211.130638513123
20,0,0,1551.0384403518751,0.011523733884125736,0,1463.6945326241873
3,0,0,6134.079463537593,0.05862908149575128,0,4534.697190986242
83,0,0,6572.116697157326,0.022818543628987678,0,5855.712341462899
37,0,0,4573.388621306575,0.09392189228147221,0,2792.892284667515
59,0,0,8172.088264007418,0.0817013552330389,0,5336.384545278726
19,0,0,3965.075676406533,0.07944982490133971,0,2621.0636844358473
66,0,0,8714.381192331239,0.045118336907333974,0,6918.018719408526
95,0,0,6726.567613280908,0.011983733592506294,0,6333.053885985076
72,0,0,9233.896505122444,0.0578751368834143,0,6853.683764602245
54,0,0,1897.0395575507312,0.05746469925824085,0,1411.0706027710946
92,0,0,4112.149029279919,0.06980918464327385,0,2863.6495744235262
61,0,0,5561.048338697377,0.054406825951604884,0,4204.102263262255
77,0,0,8218.080122146854,0.048040927293456166,0,6424.788085913255
80,0,0,2244.5586297131686,0.09931542675726734,0,1330.3563479726274
28,0,0,2205.704064967139,0.051759058004230654,0,1690.9422322002301
76,0,0,6897.518026255518,0.07777287088610707,0,4601.252097088882
74,0,0,6270.010120336452,0.08515819106086298,0,4017.8201881438217
65,0,0,7530.342317866586,0.033531223509044965,0,6349.678171606839
12,0,0,9393.012084530988,0.03379987639486487,0,7909.309858689952
30,0,0,4701.577744061009,0.06916812682091429,0,3285.4275010890756
41,0,0,8051.752752188887,0.09513479369454719,0,4884.306180814628
73,0,0,3534.6063933139694,0.09762113877965903,0,2114.7991517697315
87,0,0,6057.108147806024,0.08453908287218745,0,3894.542129072334
79,0,0,7686.41313871423,0.04850036734789377,0,5994.647623043587
22,0,0,6525.2170509837715,0.0151429496463131,0,6045.885226446678
60,0,0,9597.693046300414,0.05531470934562836,0,7221.038217434938
39,0,0,5446.692712823533,0.014314768155606717,0,5067.84041772087
71,0,0,7792.401265348638,0.01209318363762485,0,7332.473785338746
55,0,0,8744.809359810914,0.06636110142324228,0,6203.5596913629015
38,0,0,7377.254922598669,0.060436707885789503,0,5401.578466849445
23,0,0,8205.069292271073,0.034692784106022126,0,6877.141691055171
82,0,0,3647.2207263710247,0.09271091199490136,0,2242.206273774082
31,0,0,9372.201469684354,0.06295312097133422,0,6770.87268904886
40,0,0,3220.9027278811873,0.01958233929836306,0,2917.63147376197
99,0,0,6718.863361153778,0.04570394841255789,0,5317.506592236066
75,0,0,7650.234522593981,0.06839439936686778,0,5368.22087393051
94,0,0,9304.803756776697,0.09456562268072499,0,5662.211810351421
29,0,0,3432.8546917274693,0.05464684454356784,0,2591.896185516593
18,1,8847.64109915122,8846.64109915122,0.011311590649713255,0.9335418359735719,0.9335418359735719
62,1,4815.446133141946,4814.446133141946,0.05078824643168162,0.7245313006591421,0.7245313006591421
98,1,3605.7118244005032,3604.7118244005032,0.06923058031502397,0.6380914176584115,0.6380914176584115
19,1,7760.379480967131,7759.379480967131,0.012136722802503245,0.9288047131327657,0.9288047131327657
63,1,6007.0842558309305,6006.0842558309305,0.07923352415881114,0.594087734227182,0.594087734227182
10,1,1353.9436580678657,1352.9436580678657,0.05587268949516315,0.6996356650715313,0.6996356650715313
65,1,3535.6063933139694,3534.6063933139694,0.09762113877965903,0.5178330295799995,0.5178330295799995
54,1,6355.3855378281805,6354.3855378281805,0.06744000684923408,0.6462685432229883,0.6462685432229883
1,1,4072.599985680588,4071.599985680588,0.03395001714585337,0.8094628889178853,0.8094628889178853
42,1,8374.470993688146,8373.470993688146,0.03916319005325842,0.7826213387724656,0.7826213387724656
21,1,9091.240026515326,9090.240026515326,0.03699924891882802,0.793744103154024,0.793744103154024
43,1,3059.6682063806643,3058.6682063806643,0.04243856653487406,0.7658199594387562,0.7658199594387562
2,1,4336.886289633631,4335.886289633631,0.024827976918405586,0.8580445497876994,0.8580445497876994
92,1,9657.323097933464,9656.323097933464,0.0894176200406098,0.5511730195543538,0.5511730195543538
13,1,9933.897313914946,9932.897313914946,0.01716036292064436,0.9004191179140795,0.9004191179140795
85,1,4494.050753135114,4493.050753135114,0.0262171571272777,0.850536870389677,0.850536870389677
46,1,8110.843862375113,8109.843862375113,0.06410647347908154,0.6615268946911566,0.6615268946911566
9,1,5182.9215769415505,5181.9215769415505,0.09765214766828675,0.5177634802363944,0.5177634802363944
61,1,3005.778562737662,3004.778562737662,0.061856010508817234,0.6717828602274615,0.6717828602274615
88,1,9071.471296086911,9070.471296086911,0.046535021959965825,0.745507713222602,0.745507713222602
73,1,1898.0395575507312,1897.0395575507312,0.05746469925824085,0.6922337589853884,0.6922337589853884
12,1,8368.072137339856,8367.072137339856,0.03312163932780858,0.8139048431393581,0.8139048431393581
3,1,9934.203299652374,9933.203299652374,0.04966379199109558,0.7301033210137171,0.7301033210137171
76,1,3609.867268687296,3608.867268687296,0.0224458934255267,0.8709889758592675,0.8709889758592675
83,1,3078.4120411000686,3077.4120411000686,0.05041926179554446,0.7262391815981701,0.7262391815981701
44,1,6908.868838598398,6907.868838598398,0.09643984692018652,0.5226270439938536,0.5226270439938536
67,1,4478.607959352706,4477.607959352706,0.09973615182903736,0.5094952337390491,0.5094952337390491
34,1,9531.507848287822,9530.507848287822,0.02590609714740063,0.8523189693967727,0.8523189693967727
52,1,5531.215557772826,5530.215557772826,0.08584214485948707,0.5659876847858979,0.5659876847858979
25,1,6721.900118417032,6720.900118417032,0.01901608705028176,0.8900259304364724,0.8900259304364724
16,1,3132.6702348167782,3131.6702348167782,0.07364599739758382,0.618371721649878,0.618371721649878
94,1,1,7224.8842284086995,0.0991090638945778,4287.298704350884,4287.298704350884
97,1,4867.392018095536,4866.392018095536,0.03427043942455626,0.8078235704044749,0.8078235704044749
90,1,1826.7934315820876,1825.7934315820876,0.07527489917633745,0.6110475545181707,0.6110475545181707
47,1,3539.2700681089204,3538.2700681089204,0.07214893402300818,0.6250311250723943,0.6250311250723943
53,1,7565.866866882182,7564.866866882182,0.04130870721823152,0.7716890827899107,0.7716890827899107
23,1,7627.7588359770725,7626.7588359770725,0.06366025049586428,0.6635770634734401,0.6635770634734401
77,1,8990.21895182175,8989.21895182175,0.033019340445677316,0.8144483205914816,0.8144483205914816
87,1,8535.880800709941,8534.880800709941,0.0627920254021715,0.6675983583562097,0.6675983583562097
27,1,4462.644305986498,4461.644305986498,0.01093697932312741,0.9355858272789339,0.9355858272789339
30,1,7456.645681266197,7455.645681266197,0.09946022113031824,0.5106360163360922,0.5106360163360922
41,1,1751.6002095136666,1750.6002095136666,0.07921001723914906,0.5939214006637266,0.5939214006637266
28,1,6013.354398232494,6012.354398232494,0.01440818613648203,0.9158517413289831,0.9158517413289831
32,1,7323.705949620242,7322.705949620242,0.05817693916121431,0.6891569492697384,0.6891569492697384
70,1,9969.410576591645,9968.410576591645,0.07812199715665707,0.5989363915855762,0.5989363915855762
14,1,7855.228034247726,7854.228034247726,0.09281785724662202,0.5372378689550097,0.5372378689550097
48,1,3536.2798701586985,3535.2798701586985,0.06490408035803423,0.6577479741795089,0.6577479741795089
68,1,7116.69857635935,7115.69857635935,0.03873793899581209,0.7847804060168737,0.7847804060168737
17,1,1433.6166346154146,1432.6166346154146,0.08952893952022413,0.5503423459707352,0.5503423459707352
93,1,1221.242782681747,1220.242782681747,0.058153899332673835,0.6887600362985659,0.6887600362985659
91,1,1543.7388858434865,1542.7388858434865,0.08274858727327625,0.5787332002941286,0.5787332002941286
5,1,2649.8598467007973,2648.8598467007973,0.013120153987861219,0.9229645496113102,0.9229645496113102
50,1,2035.5412189777437,2034.5412189777437,0.06314031363637874,0.6657174472292544,0.6657174472292544
74,1,9762.584932992,9761.584932992,0.019845059104636444,0.8854700391026364,0.8854700391026364
40,1,5071.9943035713995,5070.9943035713995,0.07894916620789096,0.5952943285648382,0.5952943285648382
64,1,3434.2019931044397,3433.2019931044397,0.04580775897961735,0.7489760513510755,0.7489760513510755
22,1,5876.226262601383,5875.226262601383,0.09924234806678622,0.5114746868542027,0.5114746868542027
39,1,2965.17562703358,2964.17562703358,0.027944754500036986,0.8411514676925123,0.8411514676925123
7,1,2520.45927632281,2519.45927632281,0.09388390755210325,0.532751725629064,0.532751725629064
45,1,4125.544606116978,4124.544606116978,0.0395002875269972,0.780798309133928,0.780798309133928
58,1,8219.080122146854,8218.080122146854,0.048040927293456166,0.7380556360107848,0.7380556360107848
59,1,6688.960978818304,6687.960978818304,0.035705580343429466,0.800403965131715,0.800403965131715
8,1,9476.000204212427,9475.000204212427,0.023207444789636326,0.8669762595295885,0.8669762595295885
75,1,8052.752752188887,8051.752752188887,0.09513479369454719,0.5278732294906603,0.5278732294906603
81,1,1733.036908009505,1732.036908009505,0.06071685629498992,0.6769099697130051,0.6769099697130051
29,1,1506.310265139987,1505.310265139987,0.04253808045763615,0.7650470024183162,0.7650470024183162
78,1,5945.229109758172,5944.229109758172,0.014003066282575714,0.918145162494606,0.918145162494606
31,1,5031.31670009319,5030.31670009319,0.0699471945646298,0.6349247664570807,0.6349247664570807
20,1,1298.7043485503407,1297.7043485503407,0.08768517277309447,0.5579248579506035,0.5579248579506035
95,1,2602.8048878476684,2601.8048878476684,0.04924298627549393,0.7319441064838139,0.7319441064838139
49,1,9293.877793314547,9292.877793314547,0.03646423175752375,0.7965096506129794,0.7965096506129794
60,1,9410.07592888184,9409.07592888184,0.05247863345501493,0.7164058324791112,0.7164058324791112
51,1,1684.4468656789722,1683.4468656789722,0.09855504693538843,0.5139411190619241,0.5139411190619241
11,1,2110.420877046853,2109.420877046853,0.048015933143553284,0.737903427285717,0.737903427285717
0,1,4074.7752208946026,4073.7752208946026,0.053377220202793146,0.7119629095632443,0.7119629095632443
24,1,1,5068.181416259133,0.016741365496613703,4657.8927757825595,4657.8927757825595
80,1,7646.118348317752,7645.118348317752,0.05987827167955958,0.6811591641117555,0.6811591641117555
33,1,7742.315153598921,7741.315153598921,0.08577402280076868,0.5663061052002532,0.5663061052002532
66,1,4273.021374906672,4272.021374906672,0.05915135153972547,0.6844949704032421,0.6844949704032421
72,1,8173.088264007418,8172.088264007418,0.0817013552330389,0.583531894809301,0.583531894809301
71,1,7272.547723182157,7271.547723182157,0.014121086116370115,0.9175047270325862,0.9175047270325862
37,1,3603.698642298006,3602.698642298006,0.08523004868840371,0.5684936052676973,0.5684936052676973
99,1,9381.559154287743,9380.559154287743,0.06176898573175252,0.672351660440677,0.672351660440677
55,1,8406.817693368246,8405.817693368246,0.026988402130961472,0.8464736047250796,0.8464736047250796
26,1,1,7114.139752903558,0.07218490176310204,4891.29685785371,4891.29685785371
79,1,1178.737042914151,1177.737042914151,0.08153522975549439,0.5837663557684252,0.5837663557684252
4,1,1,4672.506451590445,0.0833345669173371,3024.0853939635226,3024.0853939635226
6,1,6591.0273860192865,6590.0273860192865,0.012540658832111761,0.9264773019532535,0.9264773019532535
56,1,7287.440973864151,7286.440973864151,0.08400980294584137,0.5737233617150795,0.5737233617150795
15,1,2493.522856933719,2492.522856933719,0.015806604483699662,0.9077412102946443,0.9077412102946443
57,1,4911.424418382502,4910.424418382502,0.014108251718530265,0.9175158983600784,0.9175158983600784
84,1,1965.083044986225,1964.083044986225,0.03853016939878186,0.7855424656908274,0.7855424656908274
82,1,1869.6225183147008,1868.6225183147008,0.06309767700457002,0.6658829872135397,0.6658829872135397
38,1,5643.374780529188,5642.374780529188,0.0495421374346461,0.7306394305361243,0.7306394305361243
69,1,8296.81997026008,8295.81997026008,0.023469937875448592,0.8655300702589545,0.8655300702589545
96,1,4636.094902862735,4635.094902862735,0.010285141131779831,0.9393407415385019,0.9393407415385019
86,1,8979.87222937975,8978.87222937975,0.09099127816611166,0.544699723903383,0.544699723903383
35,1,9064.396560873345,9063.396560873345,0.06685298705947346,0.6489686796232473,0.6489686796232473
36,1,1553.9000302452705,1552.9000302452705,0.021499975392210324,0.8758518785443663,0.8758518785443663
89,1,7083.527637373327,7082.527637373327,0.04479924434121682,0.754120962805051,0.754120962805051
49,2,18586.755586629093,9292.877793314547,0.03646423175752375,0.3813270815930834,0.3813270815930834
28,2,12025.708796464987,6012.354398232494,0.01440818613648203,0.4509650647815021,0.4509650647815021
16,2,1,3131.6702348167782,0.07364599739758382,2136.2300164535477,2136.2300164535477
75,2,16104.505504377774,8051.752752188887,0.09513479369454719,0.22461782644475173,0.22461782644475173
7,2,5039.91855264562,2519.45927632281,0.09388390755210325,0.22751927727939103,0.22751927727939103
97,2,9733.784036191071,4866.392018095536,0.03427043942455626,0.3879546037563083,0.3879546037563083
93,2,2441.485565363494,1220.242782681747,0.058153899332673835,0.3186455833165245,0.3186455833165245
10,2,2706.8873161357315,1352.9436580678657,0.05587268949516315,0.3249721048368077,0.3249721048368077
71,2,1,7271.547723182157,0.014121086116370115,6772.419760543785,6772.419760543785
95,2,5204.609775695337,2601.8048878476684,0.04924298627549393,0.34373353901338544,0.34373353901338544
72,2,16345.176528014836,8172.088264007418,0.0817013552330389,0.25708690327075046,0.25708690327075046
94,2,7225.8842284086995,7224.8842284086995,0.0991090638945778,0.5120200858260597,0.5120200858260597
41,2,3502.2004190273333,1750.6002095136666,0.07921001723914906,0.2632467541491053,0.2632467541491053
39,2,5929.35125406716,2964.17562703358,0.027944754500036986,0.4074359063457244,0.4074359063457244
58,2,16437.160244293707,8218.080122146854,0.048040927293456166,0.34723082595836685,0.34723082595836685
96,2,9271.18980572547,4635.094902862735,0.010285141131779831,0.464683704425895,0.464683704425895
29,2,3011.620530279974,1505.310265139987,0.04253808045763615,0.36312210265153777,0.36312210265153777
52,2,11061.431115545653,5530.215557772826,0.08584214485948707,0.24686462056612823,0.24686462056612823
77,2,17979.4379036435,8989.21895182175,0.033019340445677316,0.39179286614077224,0.39179286614077224
55,2,16812.635386736492,8405.817693368246,0.026988402130961472,0.4104775155193103,0.4104775155193103
32,2,14646.411899240484,7322.705949620242,0.05817693916121431,0.3187086136464766,0.3187086136464766
99,2,18762.118308575486,9380.559154287743,0.06176898573175252,0.3088976325709262,0.3088976325709262
51,2,3367.8937313579445,1683.4468656789722,0.09855504693538843,0.21658341901351347,0.21658341901351347
50,2,4070.0824379554874,2034.5412189777437,0.06314031363637874,0.30512000995344063,0.30512000995344063
98,2,1,3604.7118244005032,0.06923058031502397,2518.0867311817556,2518.0867311817556
80,2,15291.236696635504,7645.118348317752,0.05987827167955958,0.31404152617286535,0.31404152617286535
3,2,19867.406599304748,9933.203299652374,0.04966379199109558,0.3425862791142485,0.3425862791142485
45,2,8250.089212233956,4124.544606116978,0.0395002875269972,0.3721983926375957,0.3721983926375957
65,2,7070.212786627939,3534.6063933139694,0.09762113877965903,0.21879233836644202,0.21879233836644202
69,2,16592.63994052016,8295.81997026008,0.023469937875448592,0.4215948836001001,0.4215948836001001
83,2,6155.824082200137,3077.4120411000686,0.05041926179554446,0.340389780081303,0.340389780081303
1,2,8144.199971361176,4071.599985680588,0.03395001714585337,0.3889222115454938,0.3889222115454938
78,2,11889.458219516344,5944.229109758172,0.014003066282575714,0.4523035916942487,0.4523035916942487
14,2,15709.456068495452,7854.228034247726,0.09281785724662202,0.23008149539683448,0.23008149539683448
66,2,1,4272.021374906672,0.05915135153972547,3149.3795028726386,3149.3795028726386
37,2,1,3602.698642298006,0.08523004868840371,2307.6708202470236,2307.6708202470236
6,2,13181.054772038573,6590.0273860192865,0.012540658832111761,0.4571592379770971,0.4571592379770971
70,2,19937.82115318329,9968.410576591645,0.07812199715665707,0.2660684902203409,0.2660684902203409
85,2,8987.101506270228,4493.050753135114,0.0262171571272777,0.4128781148179959,0.4128781148179959
0,2,1,4073.7752208946026,0.053377220202793146,3096.5285593708627,3096.5285593708627
57,2,9821.848836765004,4910.424418382502,0.014108251718530265,0.4519474838227384,0.4519474838227384
61,2,1,3004.778562737662,0.061856010508817234,2183.4794167677337,2183.4794167677337
89,2,14166.055274746654,7082.527637373327,0.04479924434121682,0.35660797953935547,0.35660797953935547
76,2,7218.734537374592,3608.867268687296,0.0224458934255267,0.4248259918702083,0.4248259918702083
74,2,19524.169865984,9761.584932992,0.019845059104636444,0.43322174280014136,0.43322174280014136
92,2,19313.646195866928,9656.323097933464,0.0894176200406098,0.23820586874792427,0.23820586874792427
2,2,8672.772579267263,4335.886289633631,0.024827976918405586,0.41726042901027416,0.41726042901027416
11,2,4219.841754093706,2109.420877046853,0.048015933143553284,0.3472338081064731,0.3472338081064731
86,2,17958.7444587595,8978.87222937975,0.09099127816611166,0.2344312095304927,0.2344312095304927
42,2,1,8373.470993688146,0.03916319005325842,6857.272213861077,6857.272213861077
68,2,14232.3971527187,7115.69857635935,0.03873793899581209,0.37449367710142456,0.37449367710142456
91,2,3086.477771686973,1542.7388858434865,0.08274858727327625,0.25440119906073566,0.25440119906073566
60,2,18819.15185776368,9409.07592888184,0.05247863345501493,0.3345971218176447,0.3345971218176447
54,2,1,6354.3855378281805,0.06744000684923408,4481.792561140877,4481.792561140877
67,2,8956.215918705411,4477.607959352706,0.09973615182903736,0.21391622937834803,0.21391622937834803
30,2,14912.291362532394,7455.645681266197,0.09946022113031824,0.21456415070429236,0.21456415070429236
47,2,1,3538.2700681089204,0.07214893402300818,2433.1628947843283,2433.1628947843283
90,2,3652.586863164175,1825.7934315820876,0.07527489917633745,0.2732344303416813,0.2732344303416813
5,2,5298.719693401595,2648.8598467007973,0.013120153987861219,0.4551803916987591,0.4551803916987591
64,2,6867.403986208879,3433.2019931044397,0.04580775897961735,0.3536461321108696,0.3536461321108696
87,2,17070.761601419883,8534.880800709941,0.0627920254021715,0.3061272775959525,0.3061272775959525
8,2,18951.000408424854,9475.000204212427,0.023207444789636326,0.4224340967233345,0.4224340967233345
19,2,15519.758961934262,7759.379480967131,0.012136722802503245,0.4585098232171652,0.4585098232171652
4,2,4673.506451590445,4672.506451590445,0.0833345669173371,0.5765297044966006,0.5765297044966006
43,2,6118.336412761329,3058.6682063806643,0.04243856653487406,0.36348267327173467,0.36348267327173467
38,2,11285.749561058376,5642.374780529188,0.0495421374346461,0.34291881273219454,0.34291881273219454
73,2,3795.0791151014623,1897.0395575507312,0.05746469925824085,0.32060030254441435,0.32060030254441435
48,2,7071.559740317397,3535.2798701586985,0.06490408035803423,0.3004203705013118,0.3004203705013118
84,2,3929.16608997245,1964.083044986225,0.03853016939878186,0.37503911724570216,0.37503911724570216
13,2,19866.79462782989,9932.897313914946,0.01716036292064436,0.4419419241359595,0.4419419241359595
63,2,12013.168511661861,6006.0842558309305,0.07923352415881114,0.2632545677331676,0.2632545677331676
22,2,11751.452525202765,5875.226262601383,0.09924234806678622,0.21506053573355008,0.21506053573355008
56,2,14573.881947728301,7286.440973864151,0.08400980294584137,0.25136812178926105,0.25136812178926105
23,2,1,7626.7588359770725,0.06366025049586428,5489.121971253322,5489.121971253322
9,2,1,5181.9215769415505,0.09765214766828675,3099.913131795557,3099.913131795557
31,2,10061.63340018638,5030.31670009319,0.0699471945646298,0.2870855472938447,0.2870855472938447
46,2,16220.687724750225,8109.843862375113,0.06410647347908154,0.30258686222176645,0.30258686222176645
88,2,18141.942592173822,9070.471296086911,0.046535021959965825,0.3515751199276862,0.3515751199276862
53,2,15130.733733764364,7564.866866882182,0.04130870721823152,0.36685430896500837,0.36685430896500837
18,2,17694.28219830244,8846.64109915122,0.011311590649713255,0.4612683278205151,0.4612683278205151
27,2,8924.288611972996,4461.644305986498,0.01093697932312741,0.4624957578357426,0.4624957578357426
17,2,2866.233269230829,1432.6166346154146,0.08952893952022413,0.23784513475808294,0.23784513475808294
15,2,4986.045713867438,2492.522856933719,0.015806604483699662,0.44630579743207033,0.44630579743207033
62,2,9629.892266283892,4814.446133141946,0.05078824643168162,0.3393632618124799,0.3393632618124799
79,2,2356.474085828302,1177.737042914151,0.08153522975549439,0.25738181283132716,0.25738181283132716
21,2,18181.480053030653,9090.240026515326,0.03699924891882802,0.379714425001852,0.379714425001852
40,2,10142.988607142799,5070.9943035713995,0.07894916620789096,0.26396525146254174,0.26396525146254174
26,2,7115.139752903558,7114.139752903558,0.07218490176310204,0.6249688595148166,0.6249688595148166
81,2,3465.07381601901,1732.036908009505,0.06071685629498992,0.3116714073279604,0.3116714073279604
12,2,16735.14427467971,8367.072137339856,0.03312163932780858,0.391478150200421,0.391478150200421
59,2,13376.921957636609,6687.960978818304,0.035705580343429466,0.38361052707443105,0.38361052707443105
20,2,2596.4086971006814,1297.7043485503407,0.08768517277309447,0.2422850023598957,0.2422850023598957
82,2,3738.2450366294015,1868.6225183147008,0.06309767700457002,0.3052270886748281,0.3052270886748281
33,2,15483.630307197842,7741.315153598921,0.08577402280076868,0.24703938975874742,0.24703938975874742
36,2,3106.800060490541,1552.9000302452705,0.021499975392210324,0.427772640313841,0.427772640313841
44,2,13816.737677196796,6907.868838598398,0.09643984692018652,0.22156149817902393,0.22156149817902393
35,2,18127.79312174669,9063.396560873345,0.06685298705947346,0.2952577476796511,0.2952577476796511
34,2,19062.015696575643,9530.507848287822,0.02590609714740063,0.4138834014699295,0.4138834014699295
24,2,5069.181416259133,5068.181416259133,0.016741365496613703,0.902677949350059,0.902677949350059
25,2,13442.800236834064,6720.900118417032,0.01901608705028176,0.4358935070450226,0.4358935070450226
27,3,13385.932917959493,4461.644305986498,0.01093697932312741,0.3047755064674694,0.3047755064674694
58,3,24655.24036644056,8218.080122146854,0.048040927293456166,0.2169453215462518,0.2169453215462518
60,3,28228.227786645522,9409.07592888184,0.05247863345501493,0.2073185344125716,0.2073185344125716
81,3,5197.110724028515,1732.036908009505,0.06071685629498992,0.18987836837747035,0.18987836837747035
48,3,10606.839610476096,3535.2798701586985,0.06490408035803423,0.1812887103326015,0.1812887103326015
67,3,13433.823878058116,4477.607959352706,0.09973615182903736,0.11537522619387423,0.11537522619387423
75,3,24156.25825656666,8051.752752188887,0.09513479369454719,0.12352432282523958,0.12352432282523958
51,3,5051.340597036917,1683.4468656789722,0.09855504693538843,0.11742494094021387,0.11742494094021387
64,3,10300.605979313319,3433.2019931044397,0.04580775897961735,0.22184390617240698,0.22184390617240698
40,3,15213.9829107142,5070.9943035713995,0.07894916620789096,0.15350770714080123,0.15350770714080123
61,3,3005.778562737662,3004.778562737662,0.061856010508817234,0.6717828602274615,0.6717828602274615
52,3,16591.64667331848,5530.215557772826,0.08584214485948707,0.1404774431863749,0.1404774431863749
5,3,7947.579540102392,2648.8598467007973,0.013120153987861219,0.2992130999314289,0.2992130999314289
46,3,24330.531587125337,8109.843862375113,0.06410647347908154,0.18293034962606083,0.18293034962606083
25,3,20163.700355251094,6720.900118417032,0.01901608705028176,0.2845010177305788,0.2845010177305788
43,3,9177.004619141993,3058.6682063806643,0.04243856653487406,0.2293410166184323,0.2293410166184323
16,3,3132.6702348167782,3131.6702348167782,0.07364599739758382,0.618371721649878,0.618371721649878
87,3,25605.642402129823,8534.880800709941,0.0627920254021715,0.18562750610743453,0.18562750610743453
89,3,21248.58291211998,7082.527637373327,0.04479924434121682,0.22409117995686775,0.22409117995686775
31,3,15091.95010027957,5030.31670009319,0.0699471945646298,0.17112377557483097,0.17112377557483097
91,3,4629.21665753046,1542.7388858434865,0.08274858727327625,0.14624382400831681,0.14624382400831681
93,3,3661.728348045241,1220.242782681747,0.058153899332673835,0.19520671469815373,0.19520671469815373
54,3,6355.3855378281805,6354.3855378281805,0.06744000684923408,0.6462685432229883,0.6462685432229883
88,3,27212.413888260733,9070.471296086911,0.046535021959965825,0.22025460468998753,0.22025460468998753
74,3,29285.754798976,9761.584932992,0.019845059104636444,0.2824620156303838,0.2824620156303838
63,3,18019.25276749279,6006.0842558309305,0.07923352415881114,0.15296460558012503,0.15296460558012503
