"BehaviorSpace results (NetLogo 5.1.0)"
"BusinessInvestors_Sect11-5.nlogo"
"experiment"
"12/22/2014 00:46:55:701 +0300"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-9","9","-9","9"
"[run number]","1"
"[reporter]","mean [ wealth ] of turtles"
"[final]","69371.37053624842"
"[min]","0"
"[max]","69371.37053624842"
"[mean]","40247.40145857963"
"[steps]","25"

"[all run data]","mean [ wealth ] of turtles"
,"0"
,"4551.277119552826"
,"8840.982999982776"
,"12819.993036136519"
,"16900.16728528445"
,"20617.335787159245"
,"23719.385130587067"
,"27605.267345729168"
,"30776.265180860875"
,"33273.28061328092"
,"35173.209547906976"
,"37341.7058934559"
,"40793.05043398715"
,"43842.29078649685"
,"46208.910760354614"
,"49222.73781742694"
,"52333.41801179127"
,"54619.552618195194"
,"58342.698655291504"
,"61085.73840863503"
,"61985.67460960992"
,"62335.5510495207"
,"62584.429736129474"
,"65934.03414720067"
,"66154.11041224608"
,"69371.37053624842"
