"BehaviorSpace results (NetLogo 5.1.0)"
"4.nlogo"
"experiment"
"12/22/2014 02:29:17:300 +0300"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-16","16","-16","16"
"[run number]","1","1","1","2","2","2","3","3","3","4","4","4","5","5","5","6","6","6","7","7","7","8","8","8","9","9","9","10","10","10","11","11","11","12","12","12","13","13","13","14","14","14","15","15","15","16","16","16","17","17","17","18","18","18","19","19","19","20","20","20","21","21","21","22","22","22","23","23","23","24","24","24","25","25","25"
"fly-distance","3",,,"3",,,"3",,,"3",,,"3",,,"4",,,"4",,,"4",,,"4",,,"4",,,"5",,,"5",,,"5",,,"5",,,"5",,,"6",,,"6",,,"6",,,"6",,,"6",,,"7",,,"7",,,"7",,,"7",,,"7",,
"balls-per-trap","1",,,"2",,,"3",,,"4",,,"5",,,"1",,,"2",,,"3",,,"4",,,"5",,,"1",,,"2",,,"3",,,"4",,,"5",,,"1",,,"2",,,"3",,,"4",,,"5",,,"1",,,"2",,,"3",,,"4",,,"5",,
"[steps]","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"

"[initial & final values]","last-trap-time","triggered-fraction","peak-activity-time","last-trap-time","triggered-fraction","peak-activity-time","last-trap-time","triggered-fraction","peak-activity-time","last-trap-time","triggered-fraction","peak-activity-time","last-trap-time","triggered-fraction","peak-activity-time","last-trap-time","triggered-fraction","peak-activity-time","last-trap-time","triggered-fraction","peak-activity-time","last-trap-time","triggered-fraction","peak-activity-time","last-trap-time","triggered-fraction","peak-activity-time","last-trap-time","triggered-fraction","peak-activity-time","last-trap-time","triggered-fraction","peak-activity-time","last-trap-time","triggered-fraction","peak-activity-time","last-trap-time","triggered-fraction","peak-activity-time","last-trap-time","triggered-fraction","peak-activity-time","last-trap-time","triggered-fraction","peak-activity-time","last-trap-time","triggered-fraction","peak-activity-time","last-trap-time","triggered-fraction","peak-activity-time","last-trap-time","triggered-fraction","peak-activity-time","last-trap-time","triggered-fraction","peak-activity-time","last-trap-time","triggered-fraction","peak-activity-time","last-trap-time","triggered-fraction","peak-activity-time","last-trap-time","triggered-fraction","peak-activity-time","last-trap-time","triggered-fraction","peak-activity-time","last-trap-time","triggered-fraction","peak-activity-time","last-trap-time","triggered-fraction","peak-activity-time"
,"0.055133376581734374","0.0018365472910927456","0.055133376581734374","0.30694949752125544","0.0027548209366391185","0.28838699762253206","2.1123562578401325","0.011019283746556474","0.2348701841810167","3.418545275979135","0.013774104683195593","0.3439832793539622","1.566793543175154","0.006427915518824609","0.4288946926863985","2.3257566401464786","0.010101010101010102","0.36531807472085726","0.9367191329331768","0.006427915518824609","0.09020311397338435","3.0698334215770346","0.013774104683195593","0.3597863866402652","0.21886915994369152","0.0018365472910927456","0.21886915994369152","7.7494175766010365","0.025711662075298437","0.16951365119901593","3.3602660237329918","0.015610651974288337","0.26917216544716277","2.8633703731739297","0.011937557392102846","0.002278892065832218","1.1948735559127441","0.005509641873278237","0.35306414445129136","3.826373532851888","0.021120293847566574","0.22605718631792107","2.491689434679458","0.013774104683195593","0.1556127400100545","1.5519567739389344","0.0073461891643709825","0.20483375028381567","1.8649482376711861","0.010101010101010102","0.12051432816181823","3.713545398756672","0.017447199265381085","0.012504338062660448","1.3660389762955705","0.0073461891643709825","0.3342980649692516","2.0175116720388337","0.009182736455463728","0.09285858216897212","3.6499884914811673","0.01652892561983471","0.025350907881013643","1.7709271103531248","0.011019283746556474","0.17039839892478292","4.383962069672866","0.01652892561983471","0.05236082260798245","1.2465408099472635","0.006427915518824609","0.07853806185432988","2.8598449454088906","0.020202020202020204","0.20523202958709663"
